Ping_ID,Shipment_ID,Waypoint_Seq,Recorded_At,Vehicle_Speed_KMH,Instantaneous_Temp_C,Ambient_Temp_C,Compressor_Power_KW,Door_State
PING-17003,SHP-1170,3,2026-03-15 11:22:00,50,3.7,26.25,2.4,CLOSED
PING-17004,SHP-1170,4,2026-03-15 12:13:00,71,3.86,28.72,2.4,CLOSED
PING-17005,SHP-1170,5,2026-03-15 12:53:00,68,4.0,27.36,2.4,CLOSED
PING-17006,SHP-1170,6,2026-03-15 13:50:00,77,3.76,30.74,2.4,CLOSED
PING-17007,SHP-1170,7,2026-03-15 14:42:00,68,4.02,27.06,2.4,CLOSED
PING-17008,SHP-1170,8,2026-03-15 15:28:00,57,3.76,30.09,2.4,CLOSED
PING-17009,SHP-1170,9,2026-03-15 16:12:00,64,3.66,30.81,2.4,CLOSED
PING-17010,SHP-1170,10,2026-03-15 16:48:00,50,3.59,29.83,2.4,CLOSED
PING-17101,SHP-1171,1,2026-03-15 12:00:00,57,2.91,38.11,2.4,CLOSED
PING-17102,SHP-1171,2,2026-03-15 12:57:00,53,3.17,35.35,2.4,CLOSED
PING-17103,SHP-1171,3,2026-03-15 13:53:00,64,3.09,33.8,2.4,CLOSED
PING-17104,SHP-1171,4,2026-03-15 14:29:00,64,3.04,35.31,2.4,CLOSED
PING-17105,SHP-1171,5,2026-03-15 15:18:00,67,3.05,36.72,2.4,CLOSED
PING-17106,SHP-1171,6,2026-03-15 16:03:00,49,3.0,35.97,2.4,CLOSED
PING-17107,SHP-1171,7,2026-03-15 16:52:00,55,2.99,37.12,2.4,CLOSED
PING-17108,SHP-1171,8,2026-03-15 17:28:00,45,3.24,38.44,2.4,CLOSED
PING-17109,SHP-1171,9,2026-03-15 18:14:00,53,3.19,33.21,2.4,CLOSED
PING-17110,SHP-1171,10,2026-03-15 18:55:00,66,2.96,34.9,2.4,CLOSED
PING-17201,SHP-1172,1,2026-03-15 14:00:00,52,3.48,28.31,2.4,CLOSED
PING-17202,SHP-1172,2,2026-03-15 14:39:00,70,3.61,29.35,2.4,CLOSED
PING-17203,SHP-1172,3,2026-03-15 15:31:00,0,7.32,27.57,4.8,OPEN
PING-17204,SHP-1172,4,2026-03-15 16:30:00,72,6.12,27.93,2.4,CLOSED
PING-17205,SHP-1172,5,2026-03-15 17:09:00,49,4.92,27.57,2.4,CLOSED
PING-17206,SHP-1172,6,2026-03-15 18:02:00,60,3.72,31.12,2.4,CLOSED
PING-17207,SHP-1172,7,2026-03-15 18:55:00,0,7.09,30.59,4.8,OPEN
PING-17208,SHP-1172,8,2026-03-15 19:30:00,55,5.89,30.32,2.4,CLOSED
PING-17209,SHP-1172,9,2026-03-15 20:05:00,46,4.69,31.5,2.4,CLOSED
PING-17210,SHP-1172,10,2026-03-15 20:57:00,53,3.49,30.59,2.4,CLOSED
PING-17301,SHP-1173,1,2026-03-15 16:00:00,53,3.68,32.39,2.4,CLOSED
PING-17302,SHP-1173,2,2026-03-15 16:52:00,61,3.7,32.78,2.4,CLOSED
PING-17303,SHP-1173,3,2026-03-15 17:27:00,0,6.57,31.96,4.8,OPEN
PING-17304,SHP-1173,4,2026-03-15 18:24:00,46,5.37,33.74,2.4,CLOSED
PING-17305,SHP-1173,5,2026-03-15 19:00:00,48,4.17,34.99,2.4,CLOSED
PING-17306,SHP-1173,6,2026-03-15 19:51:00,45,3.89,31.8,2.4,CLOSED
PING-17307,SHP-1173,7,2026-03-15 20:45:00,0,7.21,31.58,4.8,OPEN
PING-17308,SHP-1173,8,2026-03-15 21:32:00,68,6.01,36.15,2.4,CLOSED
PING-17309,SHP-1173,9,2026-03-15 22:30:00,55,4.81,32.12,2.4,CLOSED
PING-17310,SHP-1173,10,2026-03-15 23:10:00,70,3.61,36.71,2.4,CLOSED
PING-17311,SHP-1173,11,2026-03-15 23:56:00,59,3.49,33.05,2.4,CLOSED
PING-17312,SHP-1173,12,2026-03-16 00:37:00,45,3.55,32.8,2.4,CLOSED
PING-17401,SHP-1174,1,2026-03-15 18:00:00,50,3.66,29.33,2.4,CLOSED
PING-17402,SHP-1174,2,2026-03-15 18:37:00,74,3.37,25.2,2.4,CLOSED
PING-17403,SHP-1174,3,2026-03-15 19:30:00,0,7.28,28.57,4.8,OPEN
PING-17404,SHP-1174,4,2026-03-15 20:29:00,54,6.08,27.76,2.4,CLOSED
PING-17405,SHP-1174,5,2026-03-15 21:06:00,58,4.88,28.51,2.4,CLOSED
PING-17406,SHP-1174,6,2026-03-15 21:50:00,64,3.68,26.62,2.4,CLOSED
PING-17407,SHP-1174,7,2026-03-15 22:41:00,0,8.01,24.16,4.8,OPEN
PING-17408,SHP-1174,8,2026-03-15 23:30:00,73,6.81,26.5,2.4,CLOSED
PING-17409,SHP-1174,9,2026-03-16 00:06:00,63,5.61,25.68,2.4,CLOSED
PING-17410,SHP-1174,10,2026-03-16 00:44:00,73,4.41,26.72,2.4,CLOSED
PING-17501,SHP-1175,1,2026-03-15 20:00:00,52,2.83,42.0,2.4,CLOSED
PING-17502,SHP-1175,2,2026-03-15 20:44:00,50,2.7,41.11,2.4,CLOSED
PING-17503,SHP-1175,3,2026-03-15 21:24:00,77,2.52,42.48,2.4,CLOSED
PING-17504,SHP-1175,4,2026-03-15 22:17:00,76,2.7,41.22,2.4,CLOSED
PING-17505,SHP-1175,5,2026-03-15 22:57:00,69,2.92,40.35,2.4,CLOSED
PING-17506,SHP-1175,6,2026-03-15 23:43:00,75,2.87,39.96,2.4,CLOSED
PING-17507,SHP-1175,7,2026-03-16 00:42:00,65,3.12,41.26,2.4,CLOSED
PING-17508,SHP-1175,8,2026-03-16 01:26:00,49,2.83,42.22,2.4,CLOSED
PING-17509,SHP-1175,9,2026-03-16 02:12:00,53,2.62,43.28,2.4,CLOSED
PING-17510,SHP-1175,10,2026-03-16 02:56:00,55,2.86,41.06,2.4,CLOSED
PING-17601,SHP-1176,1,2026-03-15 22:00:00,72,3.51,39.92,2.4,CLOSED
PING-17602,SHP-1176,2,2026-03-15 22:37:00,49,3.47,44.52,2.4,CLOSED
PING-17603,SHP-1176,3,2026-03-15 23:23:00,75,3.51,42.41,2.4,CLOSED
PING-17604,SHP-1176,4,2026-03-16 00:06:00,59,3.69,41.24,2.4,CLOSED
PING-17605,SHP-1176,5,2026-03-16 00:59:00,71,3.87,44.87,2.4,CLOSED
PING-17606,SHP-1176,6,2026-03-16 01:53:00,73,4.03,39.49,2.4,CLOSED
PING-17607,SHP-1176,7,2026-03-16 02:37:00,64,4.17,40.47,2.4,CLOSED
PING-17608,SHP-1176,8,2026-03-16 03:19:00,63,4.07,44.06,2.4,CLOSED
PING-17701,SHP-1177,1,2026-03-16 00:00:00,49,3.03,42.6,2.4,CLOSED
PING-17702,SHP-1177,2,2026-03-16 00:45:00,67,2.88,42.79,2.4,CLOSED
PING-17703,SHP-1177,3,2026-03-16 01:24:00,0,7.06,42.84,4.8,OPEN
PING-17704,SHP-1177,4,2026-03-16 02:22:00,55,5.86,43.88,2.4,CLOSED
PING-17705,SHP-1177,5,2026-03-16 03:06:00,46,4.66,42.91,2.4,CLOSED
PING-17706,SHP-1177,6,2026-03-16 03:58:00,64,3.46,41.4,2.4,CLOSED
PING-17707,SHP-1177,7,2026-03-16 04:33:00,0,6.88,41.0,4.8,OPEN
PING-17708,SHP-1177,8,2026-03-16 05:22:00,59,5.68,44.02,2.4,CLOSED
PING-17801,SHP-1178,1,2026-03-16 02:00:00,52,2.62,31.04,2.4,CLOSED
PING-17802,SHP-1178,2,2026-03-16 02:54:00,52,2.69,27.98,2.4,CLOSED
PING-17803,SHP-1178,3,2026-03-16 03:47:00,0,7.05,32.42,4.8,OPEN
PING-17804,SHP-1178,4,2026-03-16 04:33:00,74,5.85,30.22,2.4,CLOSED
PING-17805,SHP-1178,5,2026-03-16 05:21:00,60,4.65,30.43,2.4,CLOSED
PING-17806,SHP-1178,6,2026-03-16 06:15:00,62,3.45,29.71,2.4,CLOSED
PING-17807,SHP-1178,7,2026-03-16 06:56:00,0,5.35,31.18,4.8,OPEN
PING-17808,SHP-1178,8,2026-03-16 07:36:00,49,4.15,31.57,2.4,CLOSED
PING-17809,SHP-1178,9,2026-03-16 08:28:00,69,2.95,30.74,2.4,CLOSED
PING-17810,SHP-1178,10,2026-03-16 09:25:00,71,3.21,31.47,2.4,CLOSED
PING-17901,SHP-1179,1,2026-03-16 04:00:00,58,-19.34,40.62,2.4,CLOSED
PING-17902,SHP-1179,2,2026-03-16 04:42:00,62,-19.48,42.5,2.4,CLOSED
PING-17903,SHP-1179,3,2026-03-16 05:29:00,0,-16.62,40.32,4.8,OPEN
PING-17904,SHP-1179,4,2026-03-16 06:16:00,56,-17.82,42.14,2.4,CLOSED
PING-17905,SHP-1179,5,2026-03-16 07:07:00,65,-19.02,41.7,2.4,CLOSED
PING-17906,SHP-1179,6,2026-03-16 07:55:00,45,-19.15,42.6,2.4,CLOSED
PING-17907,SHP-1179,7,2026-03-16 08:36:00,0,-15.61,43.27,4.8,OPEN
PING-17908,SHP-1179,8,2026-03-16 09:33:00,76,-16.81,39.22,2.4,CLOSED
PING-18001,SHP-1180,1,2026-03-16 06:00:00,58,2.73,27.19,2.4,CLOSED
PING-18002,SHP-1180,2,2026-03-16 06:54:00,62,2.9,28.47,2.4,CLOSED
PING-18003,SHP-1180,3,2026-03-16 07:38:00,0,7.01,25.07,4.8,OPEN
PING-18004,SHP-1180,4,2026-03-16 08:20:00,46,5.81,28.13,2.4,CLOSED
PING-18005,SHP-1180,5,2026-03-16 09:05:00,52,4.61,25.02,2.4,CLOSED
PING-18006,SHP-1180,6,2026-03-16 10:02:00,72,3.41,26.79,2.4,CLOSED
PING-18007,SHP-1180,7,2026-03-16 10:52:00,0,6.44,25.9,4.8,OPEN
PING-18008,SHP-1180,8,2026-03-16 11:49:00,49,5.24,26.05,2.4,CLOSED
PING-18101,SHP-1181,1,2026-03-16 08:00:00,50,4.5,31.86,2.4,CLOSED
PING-18102,SHP-1181,2,2026-03-16 08:50:00,45,4.38,36.0,2.4,CLOSED
PING-18103,SHP-1181,3,2026-03-16 09:30:00,68,4.64,35.3,2.4,CLOSED
PING-18104,SHP-1181,4,2026-03-16 10:10:00,62,4.48,32.06,2.4,CLOSED
PING-18105,SHP-1181,5,2026-03-16 10:52:00,50,4.37,32.24,2.4,CLOSED
PING-18106,SHP-1181,6,2026-03-16 11:46:00,45,4.17,34.57,2.4,CLOSED
PING-18107,SHP-1181,7,2026-03-16 12:45:00,48,4.07,34.25,2.4,CLOSED
PING-18108,SHP-1181,8,2026-03-16 13:42:00,65,4.24,32.84,2.4,CLOSED
PING-18109,SHP-1181,9,2026-03-16 14:30:00,67,3.99,35.1,2.4,CLOSED
PING-18110,SHP-1181,10,2026-03-16 15:29:00,45,3.85,34.11,2.4,CLOSED
PING-18111,SHP-1181,11,2026-03-16 16:21:00,51,4.02,32.55,2.4,CLOSED
PING-18112,SHP-1181,12,2026-03-16 17:08:00,73,3.92,33.72,2.4,CLOSED
PING-18201,SHP-1182,1,2026-03-16 10:00:00,61,3.66,34.14,2.4,CLOSED
PING-18202,SHP-1182,2,2026-03-16 10:37:00,67,3.77,33.02,2.4,CLOSED
PING-18203,SHP-1182,3,2026-03-16 11:35:00,0,7.71,29.57,4.8,OPEN
PING-18204,SHP-1182,4,2026-03-16 12:21:00,58,6.51,31.05,2.4,CLOSED
PING-18205,SHP-1182,5,2026-03-16 13:07:00,57,5.31,31.72,2.4,CLOSED
PING-18206,SHP-1182,6,2026-03-16 14:06:00,47,4.11,34.41,2.4,CLOSED
PING-18207,SHP-1182,7,2026-03-16 14:53:00,0,7.53,33.91,4.8,OPEN
PING-18208,SHP-1182,8,2026-03-16 15:37:00,59,6.33,31.59,2.4,CLOSED
PING-18301,SHP-1183,1,2026-03-16 12:00:00,49,-19.48,31.61,2.4,CLOSED
PING-18302,SHP-1183,2,2026-03-16 12:41:00,74,-19.35,27.42,2.4,CLOSED
PING-18303,SHP-1183,3,2026-03-16 13:38:00,77,-19.46,27.67,2.4,CLOSED
PING-18304,SHP-1183,4,2026-03-16 14:36:00,68,-19.73,29.05,2.4,CLOSED
PING-18305,SHP-1183,5,2026-03-16 15:22:00,68,-19.9,27.17,2.4,CLOSED
PING-18306,SHP-1183,6,2026-03-16 16:10:00,76,-20.05,26.28,2.4,CLOSED
PING-18307,SHP-1183,7,2026-03-16 16:49:00,58,-20.2,27.4,2.4,CLOSED
PING-18308,SHP-1183,8,2026-03-16 17:36:00,68,-19.98,29.31,2.4,CLOSED
PING-18309,SHP-1183,9,2026-03-16 18:13:00,50,-19.86,30.45,2.4,CLOSED
PING-18310,SHP-1183,10,2026-03-16 18:54:00,56,-19.91,30.84,2.4,CLOSED
PING-18311,SHP-1183,11,2026-03-16 19:32:00,49,-19.87,30.0,2.4,CLOSED
PING-18312,SHP-1183,12,2026-03-16 20:29:00,61,-19.91,31.22,2.4,CLOSED
PING-18401,SHP-1184,1,2026-03-16 14:00:00,61,4.13,33.03,2.4,CLOSED
PING-18402,SHP-1184,2,2026-03-16 14:59:00,50,4.13,33.29,2.4,CLOSED
PING-18403,SHP-1184,3,2026-03-16 15:54:00,0,7.95,34.81,4.8,OPEN
PING-18404,SHP-1184,4,2026-03-16 16:46:00,53,6.75,35.21,2.4,CLOSED
PING-18405,SHP-1184,5,2026-03-16 17:43:00,51,5.55,31.19,2.4,CLOSED
PING-18406,SHP-1184,6,2026-03-16 18:42:00,73,4.35,35.38,2.4,CLOSED
PING-18407,SHP-1184,7,2026-03-16 19:39:00,0,7.56,34.03,4.8,OPEN
PING-18408,SHP-1184,8,2026-03-16 20:27:00,46,6.36,34.57,2.4,CLOSED
PING-18501,SHP-1185,1,2026-03-16 16:00:00,62,3.81,35.33,2.4,CLOSED
PING-18502,SHP-1185,2,2026-03-16 16:46:00,51,3.96,35.43,2.4,CLOSED
PING-18503,SHP-1185,3,2026-03-16 17:29:00,0,7.7,38.48,4.8,OPEN
PING-18504,SHP-1185,4,2026-03-16 18:13:00,54,6.5,38.71,2.4,CLOSED
PING-18505,SHP-1185,5,2026-03-16 19:12:00,67,5.3,39.26,2.4,CLOSED
PING-18506,SHP-1185,6,2026-03-16 20:03:00,69,4.1,35.96,2.4,CLOSED
PING-18507,SHP-1185,7,2026-03-16 20:48:00,0,6.27,38.35,4.8,OPEN
PING-18508,SHP-1185,8,2026-03-16 21:46:00,65,5.07,35.71,2.4,CLOSED
PING-18509,SHP-1185,9,2026-03-16 22:24:00,53,3.87,35.22,2.4,CLOSED
PING-18510,SHP-1185,10,2026-03-16 23:14:00,46,4.14,33.83,2.4,CLOSED
PING-18601,SHP-1186,1,2026-03-16 18:00:00,72,3.52,31.28,2.4,CLOSED
PING-18602,SHP-1186,2,2026-03-16 18:40:00,75,3.5,29.33,2.4,CLOSED
PING-18603,SHP-1186,3,2026-03-16 19:27:00,0,7.79,31.57,4.8,OPEN
PING-18604,SHP-1186,4,2026-03-16 20:20:00,53,6.59,29.81,2.4,CLOSED
PING-18605,SHP-1186,5,2026-03-16 20:57:00,65,5.39,28.1,2.4,CLOSED
PING-18606,SHP-1186,6,2026-03-16 21:52:00,71,4.19,30.46,2.4,CLOSED
PING-18607,SHP-1186,7,2026-03-16 22:30:00,0,6.06,31.91,4.8,OPEN
PING-18608,SHP-1186,8,2026-03-16 23:20:00,68,4.86,29.2,2.4,CLOSED
PING-18609,SHP-1186,9,2026-03-17 00:07:00,69,3.66,30.07,2.4,CLOSED
PING-18610,SHP-1186,10,2026-03-17 00:57:00,52,3.83,27.89,2.4,CLOSED
PING-18701,SHP-1187,1,2026-03-16 20:00:00,58,3.76,28.78,2.4,CLOSED
PING-18702,SHP-1187,2,2026-03-16 20:49:00,74,3.5,24.75,2.4,CLOSED
PING-18703,SHP-1187,3,2026-03-16 21:42:00,76,3.66,24.88,2.4,CLOSED
PING-18704,SHP-1187,4,2026-03-16 22:31:00,55,3.62,25.08,2.4,CLOSED
PING-18705,SHP-1187,5,2026-03-16 23:20:00,48,3.61,27.95,2.4,CLOSED
PING-18706,SHP-1187,6,2026-03-17 00:13:00,74,3.77,26.83,2.4,CLOSED
PING-18707,SHP-1187,7,2026-03-17 01:11:00,54,3.99,25.46,2.4,CLOSED
PING-18708,SHP-1187,8,2026-03-17 01:56:00,63,3.93,27.79,2.4,CLOSED
PING-18709,SHP-1187,9,2026-03-17 02:49:00,48,3.94,29.3,2.4,CLOSED
PING-18710,SHP-1187,10,2026-03-17 03:31:00,48,4.22,29.85,2.4,CLOSED
PING-18711,SHP-1187,11,2026-03-17 04:08:00,46,4.06,28.46,2.4,CLOSED
PING-18712,SHP-1187,12,2026-03-17 05:04:00,75,4.02,27.83,2.4,CLOSED
PING-18801,SHP-1188,1,2026-03-16 22:00:00,64,2.52,42.64,2.4,CLOSED
PING-18802,SHP-1188,2,2026-03-16 22:47:00,56,2.23,40.13,2.4,CLOSED
PING-18803,SHP-1188,3,2026-03-16 23:39:00,0,4.18,42.22,4.8,OPEN
PING-18804,SHP-1188,4,2026-03-17 00:19:00,76,2.98,40.97,2.4,CLOSED
PING-18805,SHP-1188,5,2026-03-17 01:02:00,58,3.23,44.42,2.4,CLOSED
PING-18806,SHP-1188,6,2026-03-17 01:37:00,66,3.11,44.02,2.4,CLOSED
PING-18807,SHP-1188,7,2026-03-17 02:18:00,0,7.33,42.39,4.8,OPEN
PING-18808,SHP-1188,8,2026-03-17 03:13:00,58,6.13,40.29,2.4,CLOSED
PING-18809,SHP-1188,9,2026-03-17 04:10:00,75,4.93,41.86,2.4,CLOSED
PING-18810,SHP-1188,10,2026-03-17 04:45:00,48,3.73,42.27,2.4,CLOSED
PING-18811,SHP-1188,11,2026-03-17 05:20:00,58,2.53,40.79,2.4,CLOSED
PING-18812,SHP-1188,12,2026-03-17 06:12:00,61,2.26,42.31,2.4,CLOSED
PING-18901,SHP-1189,1,2026-03-17 00:00:00,50,4.06,33.58,2.4,CLOSED
PING-18902,SHP-1189,2,2026-03-17 00:41:00,72,4.2,34.53,2.4,CLOSED
PING-18903,SHP-1189,3,2026-03-17 01:34:00,0,7.33,34.52,4.8,OPEN
PING-18904,SHP-1189,4,2026-03-17 02:19:00,66,6.13,32.02,2.4,CLOSED
PING-18905,SHP-1189,5,2026-03-17 02:55:00,58,4.93,33.14,2.4,CLOSED
PING-18906,SHP-1189,6,2026-03-17 03:36:00,47,5.07,31.83,2.4,CLOSED
PING-18907,SHP-1189,7,2026-03-17 04:29:00,0,8.01,34.48,4.8,OPEN
PING-18908,SHP-1189,8,2026-03-17 05:18:00,76,6.81,33.89,2.4,CLOSED
PING-18909,SHP-1189,9,2026-03-17 05:53:00,56,5.61,31.39,2.4,CLOSED
PING-18910,SHP-1189,10,2026-03-17 06:51:00,48,4.41,32.73,2.4,CLOSED
PING-18911,SHP-1189,11,2026-03-17 07:31:00,55,4.62,36.06,2.4,CLOSED
PING-18912,SHP-1189,12,2026-03-17 08:06:00,52,4.4,35.06,2.4,CLOSED
PING-19001,SHP-1190,1,2026-03-17 02:00:00,54,3.6,24.93,2.4,CLOSED
PING-19002,SHP-1190,2,2026-03-17 02:35:00,67,3.45,25.13,2.4,CLOSED
PING-19003,SHP-1190,3,2026-03-17 03:22:00,0,7.56,27.68,4.8,OPEN
PING-19004,SHP-1190,4,2026-03-17 04:06:00,57,6.36,26.37,2.4,CLOSED
PING-19005,SHP-1190,5,2026-03-17 04:45:00,65,5.16,25.86,2.4,CLOSED
PING-19006,SHP-1190,6,2026-03-17 05:41:00,69,3.96,27.22,2.4,CLOSED
PING-19007,SHP-1190,7,2026-03-17 06:25:00,0,6.31,28.13,4.8,OPEN
PING-19008,SHP-1190,8,2026-03-17 07:12:00,52,5.11,24.93,2.4,CLOSED
PING-19101,SHP-1191,1,2026-03-17 04:00:00,52,2.55,30.67,2.4,CLOSED
PING-19102,SHP-1191,2,2026-03-17 04:50:00,56,2.6,28.95,2.4,CLOSED
PING-19103,SHP-1191,3,2026-03-17 05:39:00,0,5.63,30.14,4.8,OPEN
PING-19104,SHP-1191,4,2026-03-17 06:24:00,51,4.43,27.48,2.4,CLOSED
PING-19105,SHP-1191,5,2026-03-17 06:59:00,54,3.23,30.42,2.4,CLOSED
PING-19106,SHP-1191,6,2026-03-17 07:53:00,76,3.05,29.06,2.4,CLOSED
PING-19107,SHP-1191,7,2026-03-17 08:50:00,0,6.69,30.27,4.8,OPEN
PING-19108,SHP-1191,8,2026-03-17 09:27:00,52,5.49,26.35,2.4,CLOSED
PING-19201,SHP-1192,1,2026-03-17 06:00:00,64,3.56,37.79,2.4,CLOSED
PING-19202,SHP-1192,2,2026-03-17 06:53:00,72,3.33,38.13,2.4,CLOSED
PING-19203,SHP-1192,3,2026-03-17 07:42:00,68,3.56,35.36,2.4,CLOSED
PING-19204,SHP-1192,4,2026-03-17 08:27:00,46,3.56,39.5,2.4,CLOSED
PING-19205,SHP-1192,5,2026-03-17 09:05:00,61,3.68,34.39,2.4,CLOSED
PING-19206,SHP-1192,6,2026-03-17 10:03:00,62,3.89,35.51,2.4,CLOSED
PING-19207,SHP-1192,7,2026-03-17 10:41:00,53,3.81,37.04,2.4,CLOSED
PING-19208,SHP-1192,8,2026-03-17 11:40:00,74,3.85,37.83,2.4,CLOSED
PING-19209,SHP-1192,9,2026-03-17 12:26:00,60,4.06,39.03,2.4,CLOSED
PING-19210,SHP-1192,10,2026-03-17 13:08:00,73,3.84,37.48,2.4,CLOSED
PING-19211,SHP-1192,11,2026-03-17 14:05:00,46,4.1,37.01,2.4,CLOSED
PING-19212,SHP-1192,12,2026-03-17 14:49:00,71,4.18,35.79,2.4,CLOSED
PING-19301,SHP-1193,1,2026-03-17 08:00:00,72,2.54,31.16,2.4,CLOSED
PING-19302,SHP-1193,2,2026-03-17 08:59:00,59,2.29,31.99,2.4,CLOSED
PING-19303,SHP-1193,3,2026-03-17 09:44:00,0,4.64,32.19,4.8,OPEN
PING-19304,SHP-1193,4,2026-03-17 10:37:00,66,3.44,30.22,2.4,CLOSED
PING-19305,SHP-1193,5,2026-03-17 11:30:00,50,3.29,32.73,2.4,CLOSED
PING-19306,SHP-1193,6,2026-03-17 12:26:00,62,3.28,30.6,2.4,CLOSED
PING-19307,SHP-1193,7,2026-03-17 13:13:00,0,5.42,34.19,4.8,OPEN
PING-19308,SHP-1193,8,2026-03-17 14:08:00,67,4.22,31.89,2.4,CLOSED
PING-19309,SHP-1193,9,2026-03-17 15:02:00,61,3.02,30.58,2.4,CLOSED
PING-19310,SHP-1193,10,2026-03-17 15:41:00,75,3.11,29.77,2.4,CLOSED
PING-19401,SHP-1194,1,2026-03-17 10:00:00,59,3.93,25.52,2.4,CLOSED
PING-19402,SHP-1194,2,2026-03-17 10:57:00,45,3.75,24.57,2.4,CLOSED
PING-19403,SHP-1194,3,2026-03-17 11:47:00,0,7.27,26.17,4.8,OPEN
PING-19404,SHP-1194,4,2026-03-17 12:30:00,56,6.07,28.2,2.4,CLOSED
PING-19405,SHP-1194,5,2026-03-17 13:06:00,75,4.87,25.68,2.4,CLOSED
PING-19406,SHP-1194,6,2026-03-17 14:05:00,70,4.67,25.69,2.4,CLOSED
PING-19407,SHP-1194,7,2026-03-17 14:42:00,0,8.74,29.18,4.8,OPEN
PING-19408,SHP-1194,8,2026-03-17 15:27:00,68,7.54,27.52,2.4,CLOSED
PING-19409,SHP-1194,9,2026-03-17 16:23:00,55,6.34,27.34,2.4,CLOSED
PING-19410,SHP-1194,10,2026-03-17 17:10:00,56,5.14,29.36,2.4,CLOSED
PING-19411,SHP-1194,11,2026-03-17 17:49:00,49,3.94,27.63,2.4,CLOSED
PING-19412,SHP-1194,12,2026-03-17 18:40:00,57,3.76,29.67,2.4,CLOSED
PING-19501,SHP-1195,1,2026-03-17 12:00:00,75,2.71,34.67,2.4,CLOSED
PING-19502,SHP-1195,2,2026-03-17 12:41:00,62,2.75,31.59,2.4,CLOSED
PING-19503,SHP-1195,3,2026-03-17 13:30:00,46,2.64,36.05,2.4,CLOSED
PING-19504,SHP-1195,4,2026-03-17 14:21:00,67,2.87,32.79,2.4,CLOSED
PING-19505,SHP-1195,5,2026-03-17 15:08:00,76,2.98,32.23,2.4,CLOSED
PING-19506,SHP-1195,6,2026-03-17 16:04:00,67,3.23,35.95,2.4,CLOSED
PING-19507,SHP-1195,7,2026-03-17 16:48:00,68,3.5,31.06,2.4,CLOSED
PING-19508,SHP-1195,8,2026-03-17 17:45:00,60,3.49,33.95,2.4,CLOSED
PING-19601,SHP-1196,1,2026-03-17 14:00:00,70,3.84,31.08,2.4,CLOSED
PING-19602,SHP-1196,2,2026-03-17 14:54:00,62,3.99,34.91,2.4,CLOSED
PING-19603,SHP-1196,3,2026-03-17 15:32:00,0,7.34,32.62,4.8,OPEN
PING-19604,SHP-1196,4,2026-03-17 16:17:00,53,6.14,32.2,2.4,CLOSED
PING-19605,SHP-1196,5,2026-03-17 16:54:00,53,4.94,31.65,2.4,CLOSED
PING-19606,SHP-1196,6,2026-03-17 17:47:00,66,4.67,31.37,2.4,CLOSED
PING-19607,SHP-1196,7,2026-03-17 18:24:00,0,7.25,31.38,4.8,OPEN
PING-19608,SHP-1196,8,2026-03-17 19:12:00,56,6.05,35.46,2.4,CLOSED
PING-19701,SHP-1197,1,2026-03-17 16:00:00,51,4.17,28.55,2.4,CLOSED
PING-19702,SHP-1197,2,2026-03-17 16:58:00,45,4.22,25.93,2.4,CLOSED
PING-19703,SHP-1197,3,2026-03-17 17:57:00,46,3.96,27.54,2.4,CLOSED
PING-19704,SHP-1197,4,2026-03-17 18:56:00,58,3.85,29.09,2.4,CLOSED
PING-19705,SHP-1197,5,2026-03-17 19:31:00,62,4.09,28.17,2.4,CLOSED
PING-19706,SHP-1197,6,2026-03-17 20:27:00,58,4.36,26.55,2.4,CLOSED
PING-19707,SHP-1197,7,2026-03-17 21:22:00,75,4.3,30.82,2.4,CLOSED
PING-19708,SHP-1197,8,2026-03-17 21:59:00,57,4.57,29.15,2.4,CLOSED
PING-19801,SHP-1198,1,2026-03-17 18:00:00,67,-20.07,32.65,2.4,CLOSED
PING-19802,SHP-1198,2,2026-03-17 18:43:00,73,-19.85,30.19,2.4,CLOSED
PING-19803,SHP-1198,3,2026-03-17 19:33:00,58,-19.93,34.65,2.4,CLOSED
PING-19804,SHP-1198,4,2026-03-17 20:15:00,50,-19.66,33.71,2.4,CLOSED
PING-19805,SHP-1198,5,2026-03-17 21:06:00,55,-19.81,34.66,2.4,CLOSED
PING-19806,SHP-1198,6,2026-03-17 22:00:00,62,-19.91,30.41,2.4,CLOSED
PING-19807,SHP-1198,7,2026-03-17 22:40:00,47,-19.92,34.71,2.4,CLOSED
PING-19808,SHP-1198,8,2026-03-17 23:32:00,67,-19.65,35.24,2.4,CLOSED
PING-19809,SHP-1198,9,2026-03-18 00:20:00,77,-19.59,33.6,2.4,CLOSED
PING-19810,SHP-1198,10,2026-03-18 00:55:00,74,-19.46,34.45,2.4,CLOSED
PING-19901,SHP-1199,1,2026-03-17 20:00:00,48,2.3,38.23,2.4,CLOSED
PING-19902,SHP-1199,2,2026-03-17 20:59:00,46,2.11,34.73,2.4,CLOSED
PING-19903,SHP-1199,3,2026-03-17 21:54:00,46,1.99,33.51,2.4,CLOSED
PING-19904,SHP-1199,4,2026-03-17 22:39:00,54,2.25,35.57,2.4,CLOSED
PING-19905,SHP-1199,5,2026-03-17 23:16:00,67,2.25,34.71,2.4,CLOSED
PING-19906,SHP-1199,6,2026-03-17 23:58:00,45,2.46,36.72,2.4,CLOSED
PING-19907,SHP-1199,7,2026-03-18 00:42:00,66,2.34,37.81,2.4,CLOSED
PING-19908,SHP-1199,8,2026-03-18 01:30:00,60,2.06,35.77,2.4,CLOSED
